nome_cliente,status_conta,duracao_meses,historico_credito,finalidade,valor,poupanca,tempo_emprego,taxa_parcela,estado_civil_sexo,outros_devedores,tempo_residencia,propriedade,idade,outros_planos,moradia,num_creditos,trabalho,dependentes,telefone,trabalhador_estrangeiro,risco_credito
Noah Goulart Medeiros,Saldo entre R$500 e R$1000,18,critical account/other credits existing,Eletrodomésticos,4487,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,guarantor,4,real estate,48,bank,Alugada,2,Emprego não qualificado,1,yes,yes,1
Samuel Moraes Reis,Saldo < R$500,20,critical account/other credits existing,Eletrônicos,10680,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,Própria,2,Emprego qualificado,1,no,yes,1
Lorenzo Oliveira Pacheco,Sem conta corrente,12,critical account/other credits existing,Eletrodomésticos,2440,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,35,none,Própria,2,Emprego qualificado,1,no,yes,1
Marcos Morais Maia,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Carro novo,18680,unknown/no savings account,unemployed,1,female : divorced/separated/married,none,2,real estate,24,none,Alugada,1,Outros,1,no,yes,1
Joaquim Duarte Martins,Saldo < R$500,36,existing credits paid back duly till now,Carro novo,23177,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,24,none,Própria,1,Emprego qualificado,1,yes,yes,0
Marcelo Fogaça Santos,Saldo entre R$500 e R$1000,6,existing credits paid back duly till now,Eletrodomésticos,1475,... < 100 DM,... < 1 year,3,male : married/widowed,none,3,real estate,26,none,Própria,1,Emprego não qualificado,1,no,no,1
Yuri Rodrigues Borges,Sem conta corrente,12,critical account/other credits existing,Eletrodomésticos,2325,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,65,none,Própria,4,Emprego qualificado,1,no,yes,1
Guilherme Pinto Rocha,Saldo entre R$500 e R$1000,42,all credits at this bank paid back duly,Carro usado,23207,... < 100 DM,unemployed,1,male : single,none,2,unknown/no property,55,bank,Cedida,1,Outros,1,yes,yes,1
Marcos Cunha Britto,Saldo entre R$500 e R$1000,15,no credits taken/all credits paid back duly,Carro novo,4445,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,1,real estate,26,none,Alugada,2,Outros,1,no,yes,0
Dante Borges Xavier,Saldo entre R$500 e R$1000,8,existing credits paid back duly till now,Outros,2267,... < 100 DM,... < 1 year,3,male : married/widowed,none,2,real estate,26,none,Própria,1,Emprego qualificado,1,yes,yes,1
Antônio Carneiro Maia,Saldo entre R$500 e R$1000,6,existing credits paid back duly till now,Eletrodomésticos,1210,... < 100 DM,4 <= ... < 7 years,3,male : married/widowed,guarantor,3,real estate,28,bank,Própria,1,Emprego não qualificado,1,no,yes,1
José Castro Borges,Saldo < R$500,36,critical account/other credits existing,Carro usado,24072,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,24,none,Própria,2,Emprego qualificado,1,yes,yes,0
José Torres Cruz,Saldo < R$500,48,existing credits paid back duly till now,Outros,7627,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,54,none,Própria,1,Emprego qualificado,1,no,yes,0
Luiz Freitas Pereira,Saldo < R$500,48,existing credits paid back duly till now,Carro novo,9827,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,46,none,Cedida,1,Emprego qualificado,2,no,yes,0
Thiago Borges Xavier,Saldo entre R$500 e R$1000,36,delay in paying off in the past,Carro novo,18580,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,54,none,Alugada,1,Emprego qualificado,1,no,yes,1
Lorenzo Farias Leal,Sem conta corrente,6,existing credits paid back duly till now,Outros,3345,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : divorced/separated,none,4,real estate,62,none,Própria,1,Emprego qualificado,1,no,yes,1
Vitor Teixeira Franco,Sem conta corrente,6,critical account/other credits existing,Eletrodomésticos,3885,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,24,none,Alugada,2,Emprego qualificado,1,yes,yes,1
Enzo Gabriel Mello Freitas,Saldo < R$500,36,existing credits paid back duly till now,Outros,39642,... < 100 DM,unemployed,2,male : divorced/separated,co-applicant,3,car or other,43,none,Própria,1,Outros,1,no,yes,1
Julio Lopes Ribeiro,Saldo < R$500,18,existing credits paid back duly till now,Eletrodomésticos,3362,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,26,bank,Própria,1,Emprego qualificado,1,no,yes,0
Daniel Lopes Ribeiro,Sem conta corrente,12,existing credits paid back duly till now,Carro novo,2752,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,real estate,27,none,Própria,2,Emprego qualificado,1,yes,yes,1
Marcos Bastos Oliveira,Outros,12,existing credits paid back duly till now,Eletrodomésticos,7540,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,1,car or other,24,none,Própria,1,Emprego qualificado,1,no,yes,1
Bruno Freitas Nascimento,Saldo < R$500,36,existing credits paid back duly till now,Eletrônicos,6780,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/life insurance,41,bank,Própria,1,Emprego qualificado,2,no,yes,0
Carlos Bastos Brito,Saldo < R$500,8,critical account/other credits existing,Carro novo,1827,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,47,none,Própria,2,Emprego não qualificado,1,no,yes,1
Diego Rocha Bastos,Sem conta corrente,18,critical account/other credits existing,Eletrônicos,9450,... < 100 DM,... < 1 year,3,male : divorced/separated,none,2,car or other,35,none,Própria,2,Outros,1,yes,yes,1
Dylan Dias Matos,Saldo < R$500,21,critical account/other credits existing,Carro novo,4005,... < 100 DM,... >= 7 years,4,male : married/widowed,none,3,car or other,30,none,Própria,2,Emprego qualificado,1,yes,yes,1
Lucca Pinto Neves,Saldo < R$500,18,critical account/other credits existing,Carro novo,9915,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,Alugada,3,Emprego qualificado,1,yes,yes,0
Bruno Amaral Peixoto,Sem conta corrente,18,no credits taken/all credits paid back duly,Outros,10412,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,36,stores,Própria,2,Emprego qualificado,2,no,yes,0
Gustavo Reis Morais,Saldo < R$500,36,existing credits paid back duly till now,Carro usado,20837,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,47,none,Cedida,1,Emprego qualificado,1,no,yes,0
Leonardo Fraga Bicalho,Saldo entre R$500 e R$1000,48,delay in paying off in the past,Outros,16702,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,38,none,Cedida,1,Emprego qualificado,2,yes,yes,1
José Klein Pacheco,Sem conta corrente,24,delay in paying off in the past,Outros,5937,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,44,none,Própria,2,Emprego qualificado,2,yes,yes,1
Ryan Sampaio Paiva,Saldo < R$500,18,existing credits paid back duly till now,Carro novo,3040,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,23,none,Alugada,1,Emprego qualificado,1,yes,yes,0
Wagner Mello Nascimento,Saldo < R$500,45,no credits taken/all credits paid back duly,Outros,29540,... < 100 DM,... >= 7 years,2,male : single,none,4,car or other,29,none,Alugada,2,Emprego qualificado,1,no,yes,0
Matheus Duarte Matos,Saldo entre R$500 e R$1000,24,existing credits paid back duly till now,Eletrodomésticos,12710,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,42,none,Própria,1,Emprego qualificado,1,yes,yes,1
Julio Ferreira Cruz,Outros,15,existing credits paid back duly till now,Eletrodomésticos,5817,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,3,real estate,25,none,Própria,1,Emprego não qualificado,1,no,yes,0
Thiago Braga Almeida,Saldo < R$500,12,no credits taken/all credits paid back duly,Carro novo,2705,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,48,bank,Própria,2,Emprego qualificado,1,no,yes,0
Carlos Fogaça Ribeiro,Sem conta corrente,12,existing credits paid back duly till now,Eletrodomésticos,2215,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,21,none,Própria,1,Emprego qualificado,1,no,yes,1
Marcelo Medeiros Peixoto,Sem conta corrente,4,existing credits paid back duly till now,Eletrônicos,1502,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,real estate,23,none,Alugada,1,Emprego não qualificado,2,no,yes,1
Pedro Henrique Campos Cruz,Saldo < R$500,24,critical account/other credits existing,Carro usado,7392,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,63,none,Própria,2,Emprego qualificado,1,yes,yes,1
Diego Cavalcante Freitas,Sem conta corrente,24,critical account/other credits existing,Eletrodomésticos,6527,... < 100 DM,... >= 7 years,4,male : married/widowed,co-applicant,3,real estate,46,none,Própria,2,Emprego qualificado,1,no,yes,1
Theo Ferreira Paiva,Saldo < R$500,36,existing credits paid back duly till now,Eletrônicos,12947,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,building society savings agreement/life insurance,29,none,Própria,1,Emprego qualificado,1,no,yes,0
Enzo Gabriel Alves Dantas,Sem conta corrente,21,delay in paying off in the past,Carro usado,7482,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,28,stores,Própria,2,Emprego não qualificado,1,no,yes,1
Gustavo Pacheco Almeida,Sem conta corrente,18,existing credits paid back duly till now,Outros,4857,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,Própria,1,Emprego qualificado,1,no,yes,0
André Cruz Fraga,Sem conta corrente,24,all credits at this bank paid back duly,Outros,3897,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,50,bank,Própria,1,Emprego qualificado,1,yes,yes,1
José Cruz Matos,Sem conta corrente,18,existing credits paid back duly till now,Eletrônicos,8555,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,bank,Própria,3,Emprego qualificado,2,yes,yes,1
Theo Barbosa Matos,Saldo entre R$500 e R$1000,21,existing credits paid back duly till now,Eletrônicos,9940,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,car or other,35,none,Própria,1,Emprego qualificado,1,yes,yes,1
Paulo Moreira Fraga,Sem conta corrente,18,existing credits paid back duly till now,Carro novo,16902,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,4,car or other,68,none,Alugada,2,Emprego qualificado,1,no,yes,0
Vinícius Assis Neves,Sem conta corrente,24,existing credits paid back duly till now,Carro novo,3122,... < 100 DM,... < 1 year,4,male : married/widowed,none,2,real estate,28,none,Própria,1,Emprego qualificado,1,no,yes,1
Lorenzo Macedo Carvalho,Saldo < R$500,9,existing credits paid back duly till now,Eletrodomésticos,3410,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,real estate,59,none,Própria,1,Emprego qualificado,1,no,yes,1
Ryan Rabelo Assis,Saldo < R$500,12,existing credits paid back duly till now,Eletrodomésticos,1772,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,57,stores,Própria,1,Emprego não qualificado,1,no,yes,0
Wagner Oliveira Neto,Saldo < R$500,20,critical account/other credits existing,Carro novo,5587,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,building society savings agreement/life insurance,33,bank,Alugada,2,Emprego qualificado,1,no,no,0
Joaquim Ferreira Moreira,Sem conta corrente,24,critical account/other credits existing,Carro usado,10105,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,43,none,Própria,2,Emprego qualificado,1,yes,yes,1
Felipe Moura Pereira,Sem conta corrente,15,critical account/other credits existing,Eletrodomésticos,3677,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,35,none,Cedida,2,Emprego qualificado,1,yes,yes,1
André Moura Duarte,Saldo < R$500,18,all credits at this bank paid back duly,Carro novo,3605,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,32,none,Cedida,2,Emprego não qualificado,2,no,yes,0
Vinícius Amorim Duarte,Sem conta corrente,36,delay in paying off in the past,Carro novo,27187,... < 100 DM,... >= 7 years,2,male : single,none,2,car or other,45,none,Própria,2,Emprego qualificado,2,yes,yes,1
Mário Fogaça Ribeiro,Sem conta corrente,24,existing credits paid back duly till now,Carro novo,3685,100 <= ... < 500 DM,... < 1 year,4,male : married/widowed,none,3,real estate,33,none,Própria,1,Emprego qualificado,1,yes,yes,1
Samuel Magalhães Kruger,Sem conta corrente,10,existing credits paid back duly till now,Outros,2235,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,40,none,Própria,1,Emprego qualificado,1,yes,yes,1
Felipe Cardoso Veloso,Sem conta corrente,15,critical account/other credits existing,Eletrônicos,8357,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,unknown/no property,28,none,Cedida,1,Emprego qualificado,1,yes,yes,1
Fernando Fernandes Lacerda,Saldo < R$500,15,existing credits paid back duly till now,Carro novo,9897,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,29,none,Própria,1,Emprego qualificado,1,yes,yes,0
Yuri Guimarães Ferreira,Sem conta corrente,9,existing credits paid back duly till now,Carro novo,8942,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,guarantor,2,real estate,26,none,Alugada,1,Emprego qualificado,2,no,no,1
Samuel Lacerda Braga,Sem conta corrente,24,critical account/other credits existing,Carro usado,14510,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,27,none,Própria,2,Emprego qualificado,1,no,yes,1
José Fogaça Nascimento,Sem conta corrente,18,delay in paying off in the past,Outros,5422,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,car or other,28,none,Própria,1,Emprego qualificado,1,yes,yes,0
Francisco Cardoso Rodrigues,Saldo < R$500,24,existing credits paid back duly till now,Eletrodomésticos,6097,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,Própria,1,Emprego qualificado,1,yes,yes,0
Francisco Coelho Gomes,Sem conta corrente,27,critical account/other credits existing,Eletrônicos,11315,... >= 1000 DM,... < 1 year,4,male : single,none,2,real estate,32,stores,Própria,2,Emprego não qualificado,2,yes,yes,1
Marcos Santos Costa,Sem conta corrente,10,existing credits paid back duly till now,Eletrônicos,5525,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,25,bank,Alugada,1,Emprego não qualificado,1,no,yes,0
Renato Cardoso Henrique,Sem conta corrente,15,existing credits paid back duly till now,Eletrônicos,5552,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,20,none,Alugada,1,Emprego qualificado,1,no,yes,1
Davi Lucas Pacheco Castro,Saldo < R$500,18,existing credits paid back duly till now,Eletrodomésticos,5972,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,27,stores,Própria,1,Emprego qualificado,1,no,yes,1
Francisco Lima Neto,Sem conta corrente,12,critical account/other credits existing,Eletrônicos,8327,... < 100 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,42,stores,Própria,1,Emprego qualificado,1,no,yes,1
André Pacheco Machado,Sem conta corrente,36,existing credits paid back duly till now,Outros,18522,unknown/no savings account,... >= 7 years,3,male : single,none,2,building society savings agreement/life insurance,37,none,Própria,2,Emprego qualificado,1,no,yes,1
Augusto Alves Rabelo,Saldo < R$500,12,existing credits paid back duly till now,Eletrônicos,1630,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,Alugada,1,Emprego qualificado,1,no,yes,1
Bruno Morais Souza,Sem conta corrente,36,delay in paying off in the past,Eletrônicos,19195,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,car or other,40,none,Própria,2,Emprego qualificado,1,yes,yes,1
Francisco Araújo Soares,Outros,6,critical account/other credits existing,Carro novo,3357,... < 100 DM,... >= 7 years,1,male : single,none,4,real estate,46,none,Própria,2,Emprego qualificado,2,no,no,1
Wagner Lacerda Dantas,Saldo < R$500,24,critical account/other credits existing,Outros,3455,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,1,real estate,26,none,Própria,2,Emprego qualificado,1,yes,yes,1
Lorenzo Peixoto Britto,Sem conta corrente,15,existing credits paid back duly till now,Outros,2185,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,1,real estate,24,none,Própria,1,Emprego qualificado,1,no,yes,1
Breno Guimarães Mello,Saldo < R$500,12,existing credits paid back duly till now,Eletrônicos,8975,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,2,building society savings agreement/life insurance,29,none,Própria,1,Emprego não qualificado,2,no,yes,1
Lucas Marques Kruger,Saldo entre R$500 e R$1000,11,critical account/other credits existing,Carro novo,3305,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,40,none,Própria,2,Emprego qualificado,1,no,yes,1
Carlos Carvalho Coutinho,Saldo < R$500,18,all credits at this bank paid back duly,Eletrodomésticos,4850,... < 100 DM,... < 1 year,3,male : single,co-applicant,4,unknown/no property,36,bank,Cedida,1,Outros,1,yes,yes,1
Carlos Rodrigues Franco,Sem conta corrente,36,existing credits paid back duly till now,Eletrodomésticos,8987,... < 100 DM,... >= 7 years,4,male : single,none,2,car or other,28,none,Própria,1,Emprego qualificado,1,no,yes,1
José Mello Klein,Saldo < R$500,9,existing credits paid back duly till now,Carro novo,3555,... < 100 DM,... < 1 year,3,male : single,none,2,unknown/no property,27,none,Cedida,1,Outros,1,yes,yes,0
André Amorim Rocha,Sem conta corrente,30,critical account/other credits existing,Eletrodomésticos,16855,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,36,none,Própria,2,Emprego qualificado,1,no,yes,1
Paulo Castro Xavier,Sem conta corrente,24,existing credits paid back duly till now,Carro usado,19535,... < 100 DM,4 <= ... < 7 years,3,male : single,none,3,car or other,38,none,Própria,1,Outros,1,yes,yes,1
Nicolas Rodrigues Brito,Sem conta corrente,24,existing credits paid back duly till now,Carro usado,23192,unknown/no savings account,1 <= ... < 4 years,2,male : divorced/separated,none,4,unknown/no property,48,none,Cedida,1,Emprego qualificado,1,yes,yes,1
Felipe Bicalho Goulart,Saldo entre R$500 e R$1000,30,critical account/other credits existing,Carro novo,5452,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,36,none,Própria,2,Emprego qualificado,1,no,yes,1
Antônio Leite Matos,Sem conta corrente,18,critical account/other credits existing,Eletrodomésticos,2745,... < 100 DM,unemployed,4,female : divorced/separated/married,none,4,car or other,65,none,Própria,2,Outros,1,no,yes,1
Mário Pinto Reis,Saldo entre R$500 e R$1000,24,existing credits paid back duly till now,Eletrônicos,10142,... < 100 DM,4 <= ... < 7 years,3,male : divorced/separated,none,3,car or other,43,none,Própria,1,Emprego qualificado,1,yes,yes,0
João Lucas Neto Fogaça,Saldo < R$500,12,existing credits paid back duly till now,Educação,1987,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,53,none,Própria,1,Emprego qualificado,1,no,yes,0
Gabriel Guimarães Rocha,Saldo entre R$500 e R$1000,24,critical account/other credits existing,Outros,7062,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,3,unknown/no property,34,none,Própria,2,Emprego qualificado,2,yes,yes,1
Wagner Franco Nunes,Saldo entre R$500 e R$1000,48,existing credits paid back duly till now,Outros,39180,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,23,none,Própria,1,Emprego qualificado,1,yes,yes,0
Noah Coelho Dantas,Sem conta corrente,36,critical account/other credits existing,Carro novo,16535,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,34,none,Própria,2,Outros,1,yes,yes,1
Pedro Henrique Neto Lacerda,Sem conta corrente,28,all credits at this bank paid back duly,Carro usado,19560,unknown/no savings account,... < 1 year,3,male : single,guarantor,4,real estate,40,bank,Alugada,2,Emprego qualificado,2,yes,yes,1
Wagner Mendes Peixoto,Saldo < R$500,27,critical account/other credits existing,Outros,6105,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,43,stores,Própria,4,Outros,2,yes,yes,1
Igor Rocha Medeiros,Sem conta corrente,15,critical account/other credits existing,Eletrodomésticos,4572,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,46,none,Própria,2,Emprego qualificado,1,yes,yes,1
Felipe Siqueira Soares,Saldo < R$500,12,critical account/other credits existing,Carro novo,5427,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,building society savings agreement/life insurance,38,bank,Própria,2,Emprego não qualificado,1,no,no,1
Luiz Ramos Silva,Saldo entre R$500 e R$1000,36,critical account/other credits existing,Carro usado,14500,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,34,none,Própria,2,Emprego qualificado,1,yes,yes,1
José Fogaça Monteiro,Sem conta corrente,18,critical account/other credits existing,Eletrodomésticos,2922,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,29,none,Própria,2,Emprego qualificado,1,yes,yes,1
Alexandre Morais Gomes,Sem conta corrente,36,delay in paying off in the past,Carro usado,22367,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,2,car or other,31,stores,Própria,1,Outros,2,yes,yes,1
Caio Fogaça Rocha,Saldo < R$500,21,existing credits paid back duly till now,Eletrodomésticos,6515,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,28,none,Alugada,1,Outros,1,yes,yes,1
Ricardo Sampaio Coelho,Sem conta corrente,12,critical account/other credits existing,Eletrônicos,3980,... >= 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,35,none,Própria,1,Emprego qualificado,1,no,no,1
Marcos Estrada Carneiro,Sem conta corrente,15,existing credits paid back duly till now,Eletrônicos,5465,unknown/no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,Alugada,1,Emprego não qualificado,1,no,yes,1
Lucca Correa Amorim,Saldo < R$500,18,existing credits paid back duly till now,Eletrônicos,10382,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,car or other,42,none,Própria,1,Emprego qualificado,1,no,yes,0
Daniel Fogaça Castro,Saldo < R$500,16,critical account/other credits existing,Carro novo,6562,... < 100 DM,... >= 7 years,2,male : single,guarantor,4,building society savings agreement/life insurance,43,bank,Alugada,1,Emprego qualificado,1,yes,yes,0
Paulo Campos Abreu,Sem conta corrente,20,critical account/other credits existing,Carro novo,8712,unknown/no savings account,... < 1 year,2,male : divorced/separated,none,4,real estate,44,none,Própria,2,Emprego qualificado,1,yes,yes,1
Anthony Pinto Borges,Sem conta corrente,36,critical account/other credits existing,Carro usado,26192,unknown/no savings account,... >= 7 years,2,male : single,none,4,unknown/no property,42,none,Cedida,2,Emprego qualificado,1,no,yes,1
Ryan Castro Pereira,Sem conta corrente,15,existing credits paid back duly till now,Eletrodomésticos,3465,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,Alugada,1,Emprego qualificado,1,yes,yes,1
Tomás Cunha Castro,Sem conta corrente,24,existing credits paid back duly till now,Eletrodomésticos,3195,... < 100 DM,... >= 7 years,4,male : single,none,1,real estate,36,none,Própria,1,Outros,1,yes,yes,1
César Silva Cavalcanti,Saldo < R$500,12,existing credits paid back duly till now,Eletrodomésticos,2767,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,20,none,Alugada,1,Outros,2,yes,yes,1
Henrique Neto Andrade,Saldo < R$500,21,existing credits paid back duly till now,Carro novo,9407,unknown/no savings account,4 <= ... < 7 years,2,male : single,co-applicant,2,real estate,24,none,Própria,1,Emprego não qualificado,1,no,no,1
Daniel Rodrigues Barbosa,Saldo entre R$500 e R$1000,36,existing credits paid back duly till now,Educação,9277,unknown/no savings account,1 <= ... < 4 years,2,male : married/widowed,none,2,car or other,27,none,Própria,1,Emprego qualificado,1,no,yes,1
André Xavier Cardoso,Sem conta corrente,15,delay in paying off in the past,Carro usado,8985,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,46,none,Própria,2,Emprego não qualificado,1,no,yes,1
Gabriel Dantas Almeida,Saldo entre R$500 e R$1000,9,existing credits paid back duly till now,Carro novo,7987,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,real estate,33,none,Própria,1,Emprego não qualificado,1,no,yes,1
Francisco Alves Machado,Sem conta corrente,36,delay in paying off in the past,Eletrodomésticos,11135,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,34,none,Própria,2,Emprego qualificado,1,no,yes,1
Cláudio Xavier Rodrigues,Saldo entre R$500 e R$1000,24,critical account/other credits existing,Eletrônicos,11840,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,car or other,25,bank,Própria,1,Emprego não qualificado,1,no,yes,0
Carlos Lobato Magalhães,Saldo entre R$500 e R$1000,30,existing credits paid back duly till now,Eletrodomésticos,7477,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,25,none,Própria,1,Emprego qualificado,1,no,yes,1
Marcos Siqueira Gomes,Sem conta corrente,11,existing credits paid back duly till now,Outros,5355,... >= 1000 DM,... >= 7 years,1,male : divorced/separated,none,2,real estate,28,none,Própria,1,Emprego qualificado,1,yes,yes,1
Enzo Magalhães Kruger,Saldo < R$500,24,all credits at this bank paid back duly,Outros,7902,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,31,none,Alugada,1,Emprego qualificado,1,yes,yes,0
João Lucas Macedo Pereira,Saldo entre R$500 e R$1000,48,no credits taken/all credits paid back duly,Outros,46060,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,32,bank,Própria,1,Outros,1,yes,no,0
Vinícius Pacheco Fraga,Sem conta corrente,10,existing credits paid back duly till now,Carro usado,7120,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,co-applicant,2,real estate,32,none,Própria,1,Emprego qualificado,2,no,yes,1
Davi Lucas Britto Paiva,Saldo < R$500,6,existing credits paid back duly till now,Carro novo,37240,... < 100 DM,... >= 7 years,1,male : single,none,4,unknown/no property,68,bank,Própria,1,Outros,1,yes,yes,0
Marcelo Reis Duarte,Saldo < R$500,24,existing credits paid back duly till now,Eletrônicos,5897,100 <= ... < 500 DM,unemployed,1,male : divorced/separated,none,1,building society savings agreement/life insurance,33,none,Própria,1,Emprego qualificado,1,no,yes,0
Theo Ramos Fonseca,Saldo < R$500,24,existing credits paid back duly till now,Eletrônicos,8362,... < 100 DM,... >= 7 years,4,male : single,none,2,building society savings agreement/life insurance,39,none,Alugada,1,Outros,1,yes,yes,0
Augusto Gomes Rocha,Sem conta corrente,18,critical account/other credits existing,Eletrônicos,4542,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,unknown/no property,28,none,Própria,2,Emprego qualificado,1,no,yes,1
Lorenzo Ribeiro Klein,Sem conta corrente,48,delay in paying off in the past,Eletrodomésticos,31872,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,none,1,car or other,37,none,Própria,1,Outros,1,yes,yes,1
José Martins Leite,Saldo < R$500,9,existing credits paid back duly till now,Eletrodomésticos,3415,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,Alugada,1,Emprego qualificado,1,no,yes,0
